Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact
174,21,Female,Graduate,USA,5.8,LinkedIn,No,7,6.4,Neutral
174,21,Male,Graduate,India,5.1,Facebook,No,7.4,7,Negative
175,22,Male,High School,Other,4,YouTube,No,8.5,8.5,Positive
175,20,Female,Undergraduate,Nepal,5.7,TikTok,Yes,5.6,6,Negative
176,18,Male,High School,Other,5.6,YouTube,Yes,4.5,5.7,Negative
176,22,Male,Graduate,Pakistan,4.5,Instagram,Yes,6.7,5,Negative
177,22,Female,High School,Other,6.3,Snapchat,Yes,5.1,5.7,Negative
177,19,Female,Undergraduate,Sri Lanka,4.9,Facebook,No,7.5,7,Positive
178,20,Male,High School,India,7.6,Instagram,Yes,5.4,4.1,Negative
178,21,Male,Graduate,Maldives,5.2,TikTok,Yes,5.5,6,Negative
179,21,Female,High School,Other,3.9,LinkedIn,Yes,6.9,6.1,Neutral
179,20,Female,Undergraduate,Bangladesh,4.7,Instagram,Yes,6.8,5,Negative
180,24,Female,Undergraduate,Australia,2.2,LinkedIn,No,7.1,7.1,Positive
180,22,Male,Graduate,India,5,Facebook,No,7.6,7,Negative
181,21,Female,Graduate,India,2.6,TikTok,Yes,8.7,7.5,Positive
181,19,Female,Undergraduate,Nepal,5.8,TikTok,Yes,5.4,6,Negative
182,23,Male,Graduate,India,2.9,YouTube,No,7.7,7.6,Positive
182,21,Male,Graduate,Pakistan,4.4,Instagram,Yes,6.9,5,Negative
183,21,Female,Undergraduate,Other,8.4,TikTok,No,5.3,5.9,Negative
183,20,Female,Undergraduate,Sri Lanka,4.8,Facebook,No,7.7,7,Positive
184,18,Male,Graduate,Other,3.9,Facebook,Yes,7.3,8.5,Positive
184,22,Male,Graduate,Maldives,5.1,TikTok,Yes,5.3,6,Negative
185,24,Female,High School,Other,4.4,Twitter,No,6.2,6.2,Neutral
185,19,Female,Undergraduate,Bangladesh,4.6,Instagram,Yes,7,5,Negative
186,20,Male,Graduate,Other,7.1,Instagram,Yes,6,4.5,Negative
186,21,Male,Graduate,India,4.9,Facebook,No,7.8,7,Negative
187,22,Female,Undergraduate,Other,7.3,TikTok,Yes,4.8,5.7,Negative
187,20,Female,Undergraduate,Nepal,5.9,TikTok,Yes,5.2,6,Negative
188,21,Female,Graduate,Other,5.8,Facebook,Yes,5.8,4.9,Negative
188,22,Male,Graduate,Pakistan,4.3,Instagram,Yes,7.1,5,Negative
189,24,Male,Undergraduate,Other,4.4,LinkedIn,Yes,7.5,6.8,Neutral
189,19,Female,Undergraduate,Sri Lanka,4.7,Facebook,No,7.9,7,Positive
190,21,Female,Undergraduate,Canada,3.4,Instagram,No,7,7.3,Positive
190,21,Male,Graduate,Maldives,5,TikTok,Yes,5.1,6,Negative
191,18,Female,Undergraduate,Other,4.9,Facebook,No,7.1,6.6,Neutral
191,20,Female,Undergraduate,Bangladesh,4.5,Instagram,Yes,7.2,5,Negative
192,24,Male,Graduate,Other,4.8,YouTube,No,6.7,6.1,Neutral
192,22,Male,Graduate,India,4.8,Facebook,No,8,7,Negative
193,21,Female,High School,Other,2.6,Snapchat,Yes,7.4,7.4,Positive
193,19,Female,Undergraduate,Nepal,6,TikTok,Yes,5,6,Negative
194,19,Female,Undergraduate,Other,6.4,Twitter,Yes,5.5,4.4,Negative
194,21,Male,Graduate,Pakistan,4.2,Instagram,Yes,7.3,5,Negative
195,23,Male,High School,India,7.3,Snapchat,No,5,5.8,Negative
195,20,Female,Undergraduate,Sri Lanka,4.6,Facebook,No,8.1,7,Positive
196,23,Female,Graduate,Other,7.7,Facebook,Yes,5.7,4.6,Negative
196,22,Male,Graduate,Maldives,4.9,TikTok,Yes,4.9,6,Negative
197,22,Male,Undergraduate,Other,7.7,Facebook,Yes,5,6,Negative
197,19,Female,Undergraduate,Bangladesh,4.4,Instagram,Yes,7.4,5,Negative
198,22,Male,Graduate,Other,8.5,Instagram,No,6,5.3,Negative
198,21,Male,Graduate,India,4.7,Facebook,No,8.2,7,Negative
199,21,Male,High School,Other,3.6,TikTok,No,7.4,7.8,Positive
199,20,Female,Undergraduate,Nepal,6.1,TikTok,Yes,4.8,6,Negative
200,21,Female,High School,Other,5.8,TikTok,Yes,5.6,6,Negative
200,22,Male,Graduate,Pakistan,4.1,Instagram,Yes,7.5,5,Negative
201,21,Female,Undergraduate,USA,8,Snapchat,Yes,5.8,5.1,Negative
201,19,Female,Undergraduate,Sri Lanka,4.5,Facebook,No,8.3,7,Positive
202,20,Male,Graduate,Other,2.6,LinkedIn,Yes,8.8,8.5,Positive
202,21,Male,Graduate,Maldives,4.8,TikTok,Yes,4.7,6,Negative
203,18,Female,High School,Other,3.3,TikTok,No,8.6,8.7,Positive
203,20,Female,Undergraduate,Bangladesh,4.3,Instagram,Yes,7.6,5,Negative
204,21,Female,High School,Other,2.3,Twitter,Yes,7,8.4,Positive
204,22,Male,Graduate,India,4.6,Facebook,No,8.4,7,Negative
205,23,Male,Graduate,India,3.7,Instagram,Yes,6.5,6.9,Neutral
205,19,Female,Undergraduate,Nepal,6.2,TikTok,Yes,4.6,6,Negative
206,24,Male,Graduate,India,2.3,Twitter,No,8.3,8.9,Positive
206,21,Male,Graduate,Pakistan,4,Instagram,Yes,7.7,5,Negative
207,20,Female,Undergraduate,Other,6.3,Facebook,Yes,5.9,5.3,Negative
207,20,Female,Undergraduate,Sri Lanka,4.4,Facebook,No,8.5,7,Positive
208,23,Male,High School,India,4.5,LinkedIn,Yes,6.2,6.4,Neutral
208,22,Male,Graduate,Maldives,4.7,TikTok,Yes,4.5,6,Negative
209,20,Male,Undergraduate,Other,3.8,Facebook,No,7.6,8.7,Positive
209,19,Female,Undergraduate,Bangladesh,4.2,Instagram,Yes,7.8,5,Negative
210,21,Male,High School,Australia,3.5,Twitter,Yes,7.4,6.7,Neutral
210,21,Male,Graduate,India,4.5,Facebook,No,8.6,7,Negative
211,18,Female,High School,India,6.8,Facebook,No,4.8,4.2,Negative
211,20,Female,Undergraduate,Nepal,6.3,TikTok,Yes,4.4,6,Negative
212,23,Male,Graduate,Other,6.4,TikTok,Yes,5.4,4.6,Negative
212,22,Male,Graduate,Pakistan,3.9,Instagram,Yes,7.9,5,Negative
213,24,Male,High School,Other,5.2,LinkedIn,Yes,6.9,6.9,Neutral
213,19,Female,Undergraduate,Sri Lanka,4.3,Facebook,No,8.7,7,Positive
214,24,Male,High School,Australia,4.6,Snapchat,Yes,6.4,6.8,Neutral
214,21,Male,Graduate,Maldives,4.6,TikTok,Yes,4.3,6,Negative
215,21,Male,High School,India,3,Instagram,No,7.2,7.2,Positive
215,20,Female,Undergraduate,Bangladesh,4.1,Instagram,Yes,8,5,Negative
216,23,Male,Graduate,Other,5.6,TikTok,Yes,5.5,4.2,Negative
216,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,Negative
217,18,Male,Graduate,Canada,1.9,Twitter,No,7.3,8.9,Positive
217,19,Female,Undergraduate,Nepal,6.4,TikTok,Yes,4.2,6,Negative
218,21,Female,Undergraduate,Other,5.9,Instagram,Yes,4.9,5.6,Negative
218,21,Male,Graduate,Pakistan,3.8,Instagram,Yes,8.1,5,Negative
219,19,Male,High School,Other,4.8,TikTok,Yes,7,6.1,Neutral
219,20,Female,Undergraduate,Sri Lanka,4.2,Facebook,No,8.9,7,Positive
220,22,Male,Graduate,Canada,3.8,YouTube,No,7.5,7.9,Positive
220,22,Male,Graduate,Maldives,4.5,TikTok,Yes,4.1,6,Negative
221,18,Female,High School,Canada,6.8,YouTube,Yes,5.2,5.2,Negative
221,19,Female,Undergraduate,USA,6.5,Instagram,Yes,6,5,Negative
222,23,Female,Graduate,India,3.6,Instagram,No,7.6,7.9,Positive
222,21,Male,Graduate,UK,5.8,TikTok,Yes,6.5,6,Negative
223,22,Male,Graduate,Other,4.5,Instagram,No,6.1,6.6,Neutral
223,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.5,8,Positive
224,24,Female,High School,Other,5.6,Facebook,Yes,5.5,4.1,Negative
224,22,Male,Graduate,Germany,4.2,Facebook,No,7.8,7,Positive
225,21,Male,High School,Other,5.3,Twitter,Yes,7.3,6.7,Neutral
225,19,Female,Undergraduate,Japan,3.8,LINE,No,7.9,8,Neutral
226,23,Male,Graduate,India,8.4,Twitter,No,5.6,5.7,Negative
226,21,Male,Graduate,Italy,5.5,Instagram,Yes,6.8,6,Negative
227,21,Female,High School,USA,3.7,Facebook,No,7.5,8.3,Positive
227,20,Female,Undergraduate,South Korea,5.2,KakaoTalk,Yes,6.5,6,Negative
228,18,Male,Undergraduate,Other,7.1,Instagram,Yes,5.9,4.8,Negative
228,22,Male,Graduate,Russia,4.8,VKontakte,No,7.2,7,Positive
229,19,Male,Undergraduate,USA,5.1,Twitter,No,7.3,6.6,Neutral
229,19,Female,Undergraduate,USA,7,TikTok,Yes,5.8,4,Negative
230,23,Male,Undergraduate,UK,3.7,Instagram,No,8.4,7.2,Positive
230,21,Male,Graduate,UK,5.5,Instagram,Yes,6.7,6,Negative
231,24,Female,High School,USA,7.6,Instagram,No,5.3,4.9,Negative
231,20,Female,Undergraduate,Australia,4.7,Facebook,No,7.4,7,Positive
232,21,Male,Undergraduate,Other,4,Facebook,No,6.7,6.8,Neutral
232,22,Male,Graduate,Germany,4,Instagram,No,7.9,8,Positive
233,21,Female,Undergraduate,Other,3.2,YouTube,No,7.6,7.6,Positive
233,19,Female,Undergraduate,Japan,3.5,LINE,No,8,8,Neutral
234,19,Male,High School,India,3.6,Facebook,No,8.8,7.9,Positive
234,21,Male,Graduate,Italy,5.7,TikTok,Yes,6.5,5,Negative
235,21,Male,High School,Other,7.6,Facebook,Yes,5.1,4.3,Negative
235,20,Female,Undergraduate,South Korea,5,KakaoTalk,Yes,6.8,6,Negative
236,24,Male,Graduate,Other,6.5,Instagram,No,5.3,4.8,Negative
236,22,Male,Graduate,Russia,4.5,VKontakte,No,7.4,7,Positive
237,21,Female,High School,USA,5.8,Instagram,Yes,5.8,5.1,Negative
237,19,Female,Undergraduate,USA,6.8,Instagram,Yes,5.9,4,Negative
238,20,Male,High School,Other,3.9,YouTube,Yes,6.7,6,Neutral
238,21,Male,Graduate,UK,5.6,Facebook,Yes,6.6,6,Negative
239,23,Male,High School,Other,6.1,LinkedIn,Yes,5.9,4.8,Negative
239,20,Female,Undergraduate,Australia,4.6,Instagram,No,7.3,7,Positive
240,20,Male,Undergraduate,Other,5.9,Facebook,Yes,5.8,4.7,Negative
240,22,Male,Graduate,Germany,4.1,Facebook,No,7.7,8,Positive
241,18,Male,Undergraduate,Other,7.1,Snapchat,No,4.6,5.2,Negative
241,19,Female,Undergraduate,Japan,3.7,LINE,No,7.8,8,Neutral
242,24,Male,Graduate,Germany,6.9,Snapchat,Yes,5.3,4.3,Negative
242,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Negative
243,21,Male,Graduate,Other,2,Instagram,No,7.1,7.7,Positive
243,20,Female,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,6,Negative
244,19,Male,Graduate,Other,5,YouTube,Yes,6.2,6.4,Neutral
244,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,Positive
245,22,Male,High School,UK,8.1,Snapchat,Yes,5.4,5.1,Negative
245,19,Female,Undergraduate,USA,6.9,TikTok,Yes,5.7,4,Negative
246,22,Female,Graduate,Other,6.9,Twitter,Yes,5.3,4.5,Negative
246,21,Male,Graduate,UK,5.7,Instagram,Yes,6.4,6,Negative
247,18,Female,High School,Other,8.1,Facebook,No,4.7,5.6,Negative
247,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,Positive
248,21,Female,Undergraduate,Other,8.4,TikTok,No,5.9,5,Negative
248,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,Positive
249,20,Male,High School,Other,7,Instagram,Yes,5.3,5.1,Negative
249,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Neutral
250,24,Male,Graduate,Other,8.1,Twitter,Yes,6,4.8,Negative
250,21,Male,Graduate,Italy,5.6,TikTok,Yes,6.6,5,Negative
251,20,Male,Undergraduate,Australia,5.8,Snapchat,Yes,5.8,4.9,Negative
251,20,Female,Undergraduate,South Korea,4.9,KakaoTalk,Yes,6.9,6,Negative
252,19,Female,Undergraduate,Other,4.8,YouTube,No,6.9,6.9,Neutral
252,22,Male,Graduate,Russia,4.6,VKontakte,No,7.5,7,Positive
253,21,Female,High School,Australia,5.7,LinkedIn,Yes,6.8,6.6,Neutral
253,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Negative
254,19,Male,Graduate,India,5.9,YouTube,No,6,7,Neutral
254,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,Negative
255,22,Female,High School,Other,7.7,Facebook,No,5.8,5.5,Negative
255,20,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7,Positive
256,23,Female,Undergraduate,India,7.6,YouTube,Yes,4.7,4.8,Negative
256,22,Male,Graduate,Germany,4,Facebook,No,7.6,8,Positive
257,19,Male,High School,USA,2.4,LinkedIn,No,7.2,8.6,Positive
257,19,Female,Undergraduate,Japan,3.4,LINE,No,8.2,8,Neutral
258,21,Female,Undergraduate,India,4.2,TikTok,No,6.1,6.5,Neutral
258,21,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5,Negative
259,24,Male,Graduate,Other,5.3,LinkedIn,No,7,6.2,Neutral
259,20,Female,Undergraduate,South Korea,5,KakaoTalk,Yes,6.7,6,Negative
260,18,Male,Undergraduate,Other,6.3,Snapchat,Yes,4.5,5.2,Negative
260,22,Male,Graduate,Russia,4.4,VKontakte,No,7.6,7,Positive
261,24,Male,Undergraduate,Other,2,Facebook,Yes,7.8,8.5,Positive
261,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.6,4,Negative
262,21,Female,High School,Other,7.4,LinkedIn,Yes,4.6,5.4,Negative
262,21,Male,Graduate,UK,5.3,Instagram,Yes,6.3,6,Negative
263,21,Male,Graduate,Australia,7.2,TikTok,Yes,4.7,5.8,Negative
263,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,Positive
264,18,Male,High School,Other,8,TikTok,Yes,5.6,4.5,Negative
264,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,Positive
265,18,Female,High School,Other,7.6,Snapchat,Yes,5.4,5.8,Negative
265,19,Female,Undergraduate,Japan,3.3,LINE,No,8.3,8,Neutral
266,20,Female,Undergraduate,Other,5.8,Snapchat,Yes,7.2,6.1,Neutral
266,21,Male,Graduate,Italy,5.2,TikTok,Yes,6.9,5,Negative
267,22,Male,Undergraduate,India,4.6,Snapchat,Yes,6.6,6.9,Neutral
267,20,Female,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7,6,Negative
268,24,Male,High School,Other,6.7,Snapchat,No,5.4,5.4,Negative
268,22,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7,Positive
269,23,Male,High School,Other,3.9,YouTube,No,8.5,8.9,Positive
269,19,Female,Undergraduate,USA,6.4,Instagram,Yes,5.7,4,Negative
270,21,Female,High School,Other,7.4,TikTok,Yes,4.6,4.7,Negative
270,21,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6,Negative
271,22,Female,High School,Other,3.1,Twitter,No,8.5,7,Positive
271,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Positive
272,23,Male,High School,Other,7.7,Snapchat,Yes,5.1,5.7,Negative
272,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,Positive
273,20,Female,Undergraduate,Other,4.2,Snapchat,No,6.2,6.7,Neutral
273,19,Female,Undergraduate,Japan,3.2,LINE,No,8.4,8,Neutral
274,20,Male,High School,India,7.5,LinkedIn,No,5.2,5.2,Negative
274,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Negative
275,22,Male,Undergraduate,Other,3.5,LinkedIn,No,8.1,7.2,Positive
275,20,Female,Undergraduate,South Korea,4.7,KakaoTalk,Yes,7.1,6,Negative
276,23,Male,Undergraduate,Australia,7.6,Snapchat,Yes,5.9,4.1,Negative
276,22,Male,Graduate,Russia,4.2,VKontakte,No,7.8,7,Positive
277,21,Male,Graduate,Canada,6.9,Facebook,Yes,5.9,5,Negative
277,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.5,4,Negative
278,23,Male,Undergraduate,UK,3.9,Twitter,No,7.3,7,Positive
278,21,Male,Graduate,UK,5.1,Instagram,Yes,6.5,6,Negative
279,21,Male,Undergraduate,Other,5.6,YouTube,Yes,4.9,5.5,Negative
279,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,Positive
280,18,Female,Graduate,Other,5.2,Twitter,Yes,6.8,6.9,Neutral
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Positive
281,20,Male,High School,Other,3.5,TikTok,No,7.9,7.8,Positive
281,19,Female,Undergraduate,Japan,3.1,LINE,No,8.5,8,Neutral
282,21,Female,High School,Canada,4.7,Facebook,No,7.1,6.5,Neutral
282,21,Male,Graduate,Italy,5.3,TikTok,Yes,6.8,5,Negative
283,20,Female,Graduate,UK,7.1,TikTok,Yes,5.9,4.2,Negative
283,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Negative
284,21,Male,Graduate,Other,8,YouTube,Yes,5,4.6,Negative
284,22,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7,Positive
285,18,Male,Graduate,Other,7.9,TikTok,Yes,5.9,4.7,Negative
285,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Negative
286,23,Male,Undergraduate,Germany,3.2,TikTok,No,8.9,8,Positive
286,21,Male,Graduate,UK,5,Facebook,Yes,6.6,6,Negative
287,23,Female,Undergraduate,Other,6.2,LinkedIn,No,5.3,5.4,Negative
287,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Positive
288,22,Female,High School,India,7.1,Instagram,No,5.1,4.1,Negative
288,22,Male,Graduate,Germany,3.5,Facebook,No,8,8,Positive
289,21,Female,High School,Canada,5.9,YouTube,Yes,6,5.1,Negative
289,19,Female,Undergraduate,Japan,3,LINE,No,8.6,8,Neutral
290,18,Female,Graduate,Other,4.7,TikTok,No,6.6,7,Neutral
290,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Negative
291,23,Female,Graduate,Other,5,Snapchat,No,6.1,6.6,Neutral
291,20,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6,Negative
292,19,Male,High School,Other,5.9,LinkedIn,No,7.4,6.5,Neutral
292,22,Male,Graduate,Russia,4,VKontakte,No,8,7,Positive
293,20,Female,Undergraduate,Other,3.3,LinkedIn,No,7.5,8.3,Positive
293,19,Female,Undergraduate,USA,6.8,TikTok,Yes,5.3,4,Negative
294,21,Female,Graduate,Other,7.3,TikTok,Yes,5.8,5.6,Negative
294,21,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6,Negative
295,22,Male,High School,Other,6.5,Facebook,No,5.8,5.5,Negative
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,Positive
296,20,Female,Graduate,Other,7.5,Instagram,Yes,4.7,4.6,Negative
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Positive
297,23,Male,Graduate,Other,5.4,YouTube,Yes,6.6,6.4,Neutral
297,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Neutral
298,22,Male,Undergraduate,Other,6.3,TikTok,Yes,5.4,6,Negative
298,21,Male,Graduate,Italy,5.1,TikTok,Yes,7,5,Negative
299,20,Male,High School,India,8.2,TikTok,No,5.8,5.9,Negative
299,20,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6,Negative
300,21,Male,Graduate,Other,8.4,Snapchat,Yes,4.7,5.4,Negative
300,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,Positive
301,24,Male,Graduate,Other,2.8,Snapchat,No,8.5,7.6,Positive
301,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4,Negative
302,21,Male,High School,Australia,6.8,YouTube,Yes,5.7,5,Negative
302,21,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6,Negative
303,19,Male,Graduate,Other,3,YouTube,No,7.1,8.3,Positive
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Positive
304,22,Female,Undergraduate,Other,5.8,TikTok,Yes,5.7,4.1,Negative
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,Positive
305,22,Male,Graduate,USA,5.7,LinkedIn,Yes,6.8,6.3,Neutral
305,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Neutral
306,22,Male,Undergraduate,Canada,4.8,Twitter,No,6.9,6.1,Neutral
306,21,Male,Graduate,Italy,5,Instagram,Yes,7.1,5,Negative
307,24,Female,Undergraduate,Other,6.4,Facebook,No,5,4.5,Negative
307,20,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6,Negative
308,23,Male,High School,Australia,3.4,YouTube,No,8.7,7.8,Positive
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Positive
309,21,Male,Undergraduate,Other,4,Snapchat,No,6.6,6.9,Neutral
309,19,Female,Undergraduate,USA,7,TikTok,Yes,5.1,4,Negative
310,20,Female,Graduate,Other,1.9,Instagram,No,7.8,7.8,Positive
310,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Negative
311,21,Male,High School,USA,3.9,Snapchat,No,7.1,7.5,Positive
311,20,Female,Undergraduate,Australia,4,Facebook,No,7.8,7,Positive
312,18,Male,Undergraduate,Other,1.8,Twitter,No,8,8,Positive
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Positive
313,23,Male,High School,India,2.7,Instagram,No,8.8,8.4,Positive
313,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Neutral
314,20,Male,Graduate,Other,2,Twitter,No,7.7,7.7,Positive
314,21,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5,Negative
315,21,Female,Undergraduate,India,6.8,YouTube,Yes,5.3,4.6,Negative
315,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Negative
316,22,Male,Graduate,Other,8,LinkedIn,Yes,4.5,5.4,Negative
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,Positive
317,20,Female,Undergraduate,USA,7.1,LinkedIn,Yes,6,4.1,Negative
317,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5,4,Negative
318,21,Male,Graduate,Germany,7.2,LinkedIn,Yes,5.1,4.3,Negative
318,21,Male,Graduate,UK,4.6,Facebook,Yes,7,6,Negative
319,20,Female,Graduate,Other,3.2,TikTok,No,8.6,7.5,Positive
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Positive
320,22,Male,High School,Other,6.2,Instagram,No,4.7,4.4,Negative
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,Positive
321,20,Male,Undergraduate,USA,8.3,Instagram,Yes,5.1,5.8,Negative
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Negative
322,21,Male,High School,Other,7.6,Twitter,Yes,5,4.1,Negative
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,Positive
323,21,Male,Undergraduate,Other,7.4,Instagram,Yes,4.8,4.8,Negative
323,20,Female,Undergraduate,Ireland,5,Instagram,Yes,7,7,Negative
324,23,Female,High School,Other,4,Instagram,Yes,7.1,8,Positive
324,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,Negative
325,18,Female,Graduate,Australia,5.3,TikTok,Yes,7.1,6.4,Neutral
325,19,Female,Undergraduate,Switzerland,4,Instagram,No,7.9,8,Positive
326,23,Female,Undergraduate,Other,2.8,Twitter,No,8.5,8.3,Positive
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Negative
327,21,Female,Graduate,Other,6,Twitter,Yes,5.9,4.1,Negative
327,20,Female,Undergraduate,USA,6.8,TikTok,Yes,5.5,5,Negative
328,20,Female,High School,Other,2.9,LinkedIn,No,8.3,8.4,Positive
328,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Negative
329,18,Male,Undergraduate,Other,2.3,Snapchat,No,7.5,8.2,Positive
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,Positive
330,23,Female,Undergraduate,Other,8.3,Snapchat,Yes,5.6,5.8,Negative
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Negative
331,21,Male,High School,Canada,2.5,Instagram,No,7,8.2,Positive
331,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Negative
332,18,Female,Undergraduate,Other,8,TikTok,Yes,4.8,5.3,Negative
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,Positive
333,24,Female,High School,Other,1.7,YouTube,No,8.5,8.8,Positive
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Negative
334,19,Female,High School,USA,1.5,Instagram,No,8.2,8.2,Positive
334,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,Negative
335,18,Male,Undergraduate,Australia,8,TikTok,No,4.6,5.8,Negative
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8,8,Positive
336,20,Female,Undergraduate,Other,5.7,Twitter,Yes,5.2,5.5,Negative
336,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,Negative
337,22,Female,Undergraduate,Other,3.6,LinkedIn,No,8.6,8.6,Positive
337,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,Negative
338,19,Male,High School,Canada,3.4,YouTube,Yes,8.5,8,Positive
338,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Negative
339,22,Male,Undergraduate,Other,4.8,Snapchat,No,6.4,6.4,Neutral
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,Positive
340,21,Female,Graduate,Other,2.5,Facebook,No,8.7,8.3,Positive
340,22,Male,Graduate,Canada,5.2,TikTok,Yes,7,6,Negative
341,22,Female,Undergraduate,Other,2.5,Snapchat,No,8,8.6,Positive
341,19,Female,Undergraduate,Spain,5,Instagram,Yes,6.9,6,Negative
342,20,Female,Undergraduate,Other,6.9,Instagram,Yes,4.5,4.4,Negative
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8,8,Positive
343,21,Male,Undergraduate,Other,8.3,Snapchat,Yes,4.7,5,Negative
343,20,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7,Negative
344,21,Female,Graduate,Other,8,Twitter,No,5.2,5.6,Negative
344,22,Male,Graduate,India,6,WhatsApp,Yes,6.3,5,Negative
345,22,Male,Undergraduate,Other,6.3,Snapchat,Yes,5.6,4.2,Negative
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Positive
346,18,Male,High School,Other,6.5,LinkedIn,Yes,5,5,Negative
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Negative
347,19,Male,High School,Other,2.9,YouTube,No,8,7.4,Positive
347,20,Female,Undergraduate,USA,7,TikTok,Yes,5.3,5,Negative
348,22,Male,High School,Other,4.5,Facebook,Yes,6,6.3,Neutral
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Negative
349,19,Male,Undergraduate,Other,6.2,LinkedIn,No,4.7,4.3,Negative
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,Positive
350,19,Male,Undergraduate,USA,3.9,Twitter,Yes,6.1,6,Neutral
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Negative
